start word,end word,solution,number of words
durn,gaea,"durn,darn,garn,gaen,gaea",5
bani,huse,"bani,rani,rane,rune,ruse,huse",6
merer,admit,"merer,meter,miter,mimer,aimer,armer,armet,armit,admit",9
azolla,thetin,"azolla,arolla,arolia,aronia,atonia,atonic,atomic,anomic,anemic,cnemic,chemic,chemis,themis,thetis,thetin",15
sangu,meles,"sangu,sanga,banga,bangs,banes,manes,males,meles",8
elope,vigia,"elope,elops,clops,clons,cions,pions,pious,picus,vicus,vicua,vicia,vigia",12
baste,assoc,"baste,basts,easts,eases,esses,asses,asset,assot,assoc",9
peat,fard,"peat,pert,part,fart,fard",5
perp,nizy,"perp,pere,sere,sire,size,sizy,nizy",7
ulex,airs,"ulex,alex,ales,alas,aias,airs",6
koas,gonk,"koas,boas,bons,bonk,gonk",5
maku,dipt,"maku,maru,mart,dart,dirt,dipt",6
fon,bag,"fon,bon,ban,bag",4
amor,snum,"amor,acor,acop,scop,snop,snup,snum",7
cadew,zante,"cadew,cadee,cadge,badge,bange,bande,zande,zante",8
son,kon,"son,kon",2
blips,poked,"blips,clips,clops,plops,poops,pomps,pomes,pokes,poked",9
reshut,mascle,"reshut,reshot,reshow,reshew,reshes,meshes,mushes,mushed,musked,musket,muskat,muscat,muscae,muscle,mascle",15
dinah,sheds,"dinah,minah,minas,minds,mends,sends,seeds,sheds",8
bade,admi,"bade,bads,baas,blas,alas,alai,adai,admi",8
dola,hipe,"dola,hola,hila,hile,hipe",5
mudar,scran,"mudar,musar,musal,mural,sural,surat,scrat,scran",8
mater,veiny,"mater,mates,males,malls,mails,vails,veils,veins,veiny",9
frail,selli,"frail,brail,brawl,braws,brats,beats,seats,seals,sells,selli",10
set,ers,"set,aet,art,ars,ers",5
calade,cuarta,"calade,malade,malate,palate,pilate,filate,folate,colate,comate,compte,compts,coapts,coasts,clasts,clarts,charts,charta,cuarta",18
busty,hopes,"busty,musty,musts,mosts,hosts,hoses,hopes",7
kitten,fasher,"kitten,fitten,fatten,fasten,faster,fasher",6
afd,tie,"afd,aid,tid,tie",4
slaty,tilty,"slaty,platy,peaty,teaty,tenty,tinty,tilty",7
taa,ant,"taa,aaa,ana,ant",4
sha,gin,"sha,sia,sin,gin",4
esere,exect,"esere,tsere,there,chere,chese,chest,crest,crept,erept,erect,exect",11
det,irk,"det,aet,art,ark,irk",5
foetal,liking,"foetal,fontal,pontal,puntal,puntel,punter,panter,panier,pavier,pavies,pavins,paving,laving,living,liking",15
retalk,crofts,"retalk,retack,repack,repick,relick,relics,relies,delies,delves,deaves,leaves,leases,ceases,crases,cranes,crants,crafts,crofts",18
bah,hwt,"bah,hah,hat,hwt",4
chee,ulex,"chee,clee,alee,alex,ulex",5
frayn,strid,"frayn,frawn,flawn,flain,slain,stain,staid,strid",8
sile,doko,"sile,sole,dole,doke,doko",5
ppb,qrs,"ppb,pps,prs,qrs",4
cit,its,"cit,cis,cts,its",4
hiked,snack,"hiked,hired,sired,shred,shoed,shood,snood,snook,snock,snack",10
tubal,geest,"tubal,tunal,tonal,monal,moral,morae,morse,merse,meese,geese,geest",11
fub,tux,"fub,tub,tux",3
daw,dia,"daw,dew,dea,dia",4
kerne,kiack,"kerne,kerve,serve,seave,spave,space,spack,snack,knack,kiack",10
suwe,inky,"suwe,sude,bude,bode,iode,inde,indy,inky",8
baja,wraw,"baja,baba,babs,baas,bras,braw,wraw",7
guige,strum,"guige,gurge,surge,sarge,saree,stree,strue,strum",8
bys,udi,"bys,bds,uds,udi",4
yupon,jager,"yupon,yapon,capon,capos,capes,japes,japer,jager",8
chem,ulan,"chem,clem,clam,clan,ulan",5
waw,jeg,"waw,jaw,jew,jeg",4
bleeze,endues,"bleeze,bleezy,sleezy,sleepy,sheepy,sheely,shelly,shilly,stilly,stills,stiles,steles,ateles,aneles,ankles,inkles,inkies,indies,indues,endues",20
ducted,cerris,"ducted,dunted,hunted,hanted,canted,carted,cartes,certes,certis,cerris",10
adv,dsr,"adv,adp,asp,dsp,dsr",5
deed,ayen,"deed,reed,reen,ryen,ayen",5
shucks,tilted,"shucks,shacks,sharks,shares,shared,seared,teared,teated,tented,tinted,tilted",11
praos,dirgy,"praos,prats,drats,doats,dorts,dirts,dirty,dirgy",8
oles,vain,"oles,ales,alen,glen,gaen,gain,vain",7
brr,alb,"brr,arr,arb,alb",4
bul,win,"bul,bun,wun,win",4
remove,daurna,"remove,remote,revote,revete,revere,severe,severs,savers,sayers,shyers,sheers,cheers,cheery,cherry,charry,gharry,ghurry,dhurry,dhurra,dhurna,daurna",21
tuck,caic,"tuck,cuck,cack,calk,calc,caic",6
klva,baga,"klva,kava,java,jaga,baga",5
dit,ast,"dit,ait,ast",3
koa,rhb,"koa,kha,rha,rhb",4
stake,offed,"stake,atake,atoke,atole,anole,ankle,ankee,anker,asker,aster,after,ofter,offer,offed",14
hulking,luggers,"hulking,holking,howking,hawking,hawkins,hawkies,hackies,hackees,hackers,hankers,hunkers,lunkers,lungers,luggers",14
warn,stum,"warn,garn,gaun,gaum,saum,stum",6
teds,buat,"teds,teas,teat,beat,buat",5
hee,ill,"hee,ree,rle,ile,ill",5
tawa,root,"tawa,tala,tola,tolt,toot,root",6
spew,skee,"spew,skew,skee",3
psoae,poach,"psoae,psoas,proas,pross,prose,prase,pease,peace,peach,poach",10
petrel,bunton,"petrel,petrol,patrol,patron,latron,lation,ration,ratton,batton,button,bunton",11
mpbs,lark,"mpbs,mibs,libs,labs,lars,lark",6
facund,fondak,"facund,fecund,secund,second,recond,record,remord,remore,retore,retire,retile,rutile,ruttle,rottle,rootle,roodle,rondle,fondle,fondue,fonduk,fondak",21
dyce,tang,"dyce,dace,tace,tane,tang",5
kmet,were,"kmet,keet,weet,wert,were",5
dolos,moule,"dolos,dolls,molls,mouls,moule",5
rocs,regd,"rocs,recs,recd,regd",4
huk,sep,"huk,suk,sup,sep",4
liveyer,skirreh,"liveyer,livener,livened,livered,levered,severed,severer,sevener,serener,serenes,serines,shrines,shrives,strives,striver,staiver,starver,starved,starred,stirred,skirred,skirreh",22
morg,asse,"morg,more,mose,oose,osse,asse",6
regush,freezy,"regush,rebush,rebusy,rebury,reburn,reborn,rebore,rebote,rebate,rerate,aerate,aerage,arrage,arrace,arrach,areach,breach,breath,freath,freith,freity,freety,freezy",23
sewer,woman,"sewer,sower,rower,rowen,rowan,roman,woman",7
overzeal,overseam,"overzeal,overseal,overseam",3
ninth,nexal,"ninth,nintu,sintu,sinto,pinto,pints,pinas,pinal,sinal,senal,sepal,nepal,nexal",13
choak,whiff,"choak,chock,chick,whick,whisk,whist,whift,whiff",8
baas,migs,"baas,bias,mias,migs",4
fables,crafts,"fables,cables,caules,causes,cruses,crases,cranes,crants,crafts",9
sil,nag,"sil,nil,nig,nag",4
moans,gigue,"moans,loans,loons,lions,linns,lings,linge,ligge,gigge,gigue",10
conoy,pucks,"conoy,conky,cocky,pocky,pocks,pucks",6
mammie,jabots,"mammie,mammee,mammer,dammer,damner,danner,canner,canned,canoed,canoes,canons,capons,capone,carone,carole,carols,carobs,cabobs,cabots,jabots",20
bibs,reek,"bibs,ribs,rebs,rees,reek",5
drays,bundu,"drays,brays,brads,beads,bends,bunds,bundu",7
cat,ale,"cat,eat,elt,alt,ale",5
nerol,tynes,"nerol,neral,ceral,ceras,teras,teres,tyres,tynes",8
fict,kill,"fict,filt,kilt,kill",4
euge,ring,"euge,auge,aune,rune,rine,ring",6
oaten,azury,"oaten,oater,otter,atter,attar,antar,antae,antre,antra,anura,anury,azury",12
bdl,kyd,"bdl,bal,kal,kyl,kyd",5
kawaka,bookit,"kawaka,kabaka,kabala,cabala,cabals,canals,canale,candle,randle,rondle,roodle,boodle,boodie,bookie,bookit",15
agamid,noshed,"agamid,agamic,ogamic,oxamic,oxanic,oxonic,axonic,aeonic,geonic,geotic,gestic,gestio,restio,restir,rester,nester,noster,nosher,noshed",19
wod,jen,"wod,wed,jed,jen",4
roo,prp,"roo,boo,bro,pro,prp",5
ski,owl,"ski,oki,obi,obl,owl",5
zanza,tabic,"zanza,ganza,ganga,tanga,tania,tapia,tapis,tabis,tabic",9
jeans,razes,"jeans,beans,beaks,reaks,recks,racks,races,razes",8
hoit,real,"hoit,moit,moat,meat,meal,real",6
warray,stroll,"warray,warran,warman,tarman,terman,termon,sermon,seroon,seroot,stroot,strout,stroud,strold,stroll",14
bondoc,augurs,"bondoc,bondon,bandon,bandor,bander,pander,padder,pudder,puddee,puddle,fuddle,furdle,furole,furore,aurore,aurure,augure,augurs",18
uglis,bunny,"uglis,ualis,dalis,dales,bales,banes,banns,bunns,bunny",9
fowk,alar,"fowk,bowk,bouk,bour,blur,alur,alar",7
juger,rises,"juger,jager,rager,raser,riser,rises",6
kerri,dicky,"kerri,kerry,perry,perky,pecky,picky,dicky",7
soudge,poncho,"soudge,sludge,slunge,slinge,slings,clings,clangs,clanks,clacks,clachs,coachs,conchs,concho,poncho",14
groat,zambo,"groat,gront,grunt,gaunt,saunt,sauna,sauba,samba,sambo,zambo",10
pic,grr,"pic,pac,par,gar,grr",5
evg,tgn,"evg,avg,alg,aln,tln,tgn",6
madly,canun,"madly,manly,maney,manes,canes,canos,canon,canun",8
pua,ppr,"pua,ppa,ppr",3
velated,nunnish,"velated,related,redated,pedated,pedaled,peddled,paddled,paddles,paddies,caddies,candies,candids,candide,candite,condite,concite,concise,contise,cottise,sottise,sottish,sootish,soonish,moonish,moodish,woodish,wordish,wormish,warmish,warnish,wannish,wennish,hennish,hunnish,nunnish",35
syce,naga,"syce,syke,sake,sage,saga,naga",6
goma,fife,"goma,loma,lima,lime,life,fife",6
dogal,owsen,"dogal,donal,monal,molal,molar,moler,miler,oiler,owler,owser,owsen",11
ohoy,info,"ohoy,ahoy,amoy,amay,anay,andy,undy,undo,unto,into,info",11
dull,plex,"dull,pull,pell,peel,peed,pled,plex",7
gen,goy,"gen,gon,goy",3
frs,mfr,"frs,mrs,mas,mar,mfr",5
rani,ruth,"rani,raki,rakh,rukh,ruth",5
deis,vane,"deis,dens,dene,dane,vane",5
asa,toe,"asa,aaa,taa,toa,toe",5
arbs,yale,"arbs,albs,alls,aals,bals,bale,yale",7
cavina,batell,"cavina,caving,raving,ravins,ravens,ravels,revels,bevels,betels,betell,batell",11
wysty,bunty,"wysty,wasty,wanty,banty,bunty",5
albus,butea,"albus,alnus,ainus,linus,litus,lites,lutes,lutea,butea",9
cod,den,"cod,dod,don,den",4
agents,carven,"agents,agenes,agones,atones,stones,stoner,sooner,cooner,corner,corver,carver,carven",12
olived,shower,"olived,oliver,sliver,shiver,shover,shower",6
skimos,hexene,"skimos,skimps,skimpy,skippy,shippy,chippy,chirpy,chirps,chirrs,shirrs,shiers,shyers,sayers,sabers,sabirs,sabins,sarins,serins,sering,sexing,hexing,hexine,hexene",23
rout,cate,"rout,roue,coue,cote,cate",5
wae,mig,"wae,mae,mag,mig",4
bowl,oboe,"bowl,cowl,cool,coon,clon,elon,ebon,eboe,oboe",9
stasis,darwin,"stasis,stases,stales,staled,sealed,seamed,teamed,termed,termen,terman,tarman,tarzan,sarzan,sarwan,darwan,darwin",16
blew,ibid,"blew,brew,bred,ired,irid,ibid",6
spathe,pusley,"spathe,seathe,teathe,teethe,teetee,testee,tester,pester,pelter,peller,puller,pulley,pusley",13
sellers,graving,"sellers,sealers,seaters,slaters,platers,platens,platans,platane,platine,plating,prating,grating,graving",13
artic,cusec,"artic,antic,antis,antes,aotes,cotes,coses,cosec,cusec",9
rather,sempre,"rather,rasher,rasper,risper,ripper,tipper,tippee,tipple,sipple,simple,semple,sempre",12
piff,sher,"piff,biff,boff,coff,coef,chef,cher,sher",8
boot,sops,"boot,boos,bops,sops",4
laid,qats,"laid,paid,patd,pats,qats",5
cod,poi,"cod,pod,poi",3
aurei,jehus,"aurei,aures,cures,cubes,jubes,jubus,jebus,jehus",8
hvy,par,"hvy,hay,pay,par",4
scall,fouth,"scall,spall,spale,spate,spute,saute,faute,foute,fouth",9
agy,wid,"agy,aby,abd,aid,wid",5
hosed,samas,"hosed,cosed,cased,cases,cames,camas,samas",7
detune,sposhy,"detune,retune,retene,resene,resend,reseed,rested,tested,testee,teetee,teethe,seethe,seathe,swathe,swathy,swashy,slashy,sloshy,sposhy",19
trams,ogler,"trams,trims,tries,aries,arles,orles,ogles,ogler",8
zanana,dreary,"zanana,manana,macana,cacana,cabana,sabana,sabina,sabins,sabirs,sabers,sayers,shyers,sheers,cheers,cheeks,creeks,creaks,creams,dreams,dreamy,dreary",21
tph,han,"tph,aph,aah,hah,han",5
hittite,spunked,"hittite,pittite,pittine,pitting,potting,potling,polling,colling,collins,collies,collier,coulier,coulter,counter,clunter,clunker,clinker,slinker,skinker,skinked,skunked,spunked",22
cubs,uran,"cubs,bubs,babs,baas,bras,bran,uran",7
korin,nosed,"korin,corin,cosin,cosen,cosed,nosed",6
abl,hcf,"abl,aal,hal,hcl,hcf",5
raob,wran,"raob,jaob,jamb,jams,bams,baas,bras,bran,wran",9
fec,age,"fec,fer,aer,agr,age",5
ruffe,adlai,"ruffe,ruffs,guffs,gulfs,gulas,aulas,atlas,atmas,almas,almah,allah,allay,adlay,adlai",14
lou,leg,"lou,leu,leg",3
kyke,gray,"kyke,tyke,tyee,tree,gree,grey,gray",7
bends,abret,"bends,fends,finds,fines,files,filed,ailed,abled,ablet,abret",10
bancos,routes,"bancos,bangos,mangos,manges,ganges,gauges,gouges,rouges,routes",9
lats,daft,"lats,bats,batt,baft,daft",5
neg,mer,"neg,meg,mer",3
trainel,distend,"trainel,trained,brained,braised,brassed,brasser,brasier,brakier,beakier,peakier,perkier,jerkier,jerkies,jerkins,jerking,perking,parking,darking,dirking,disking,discing,discind,disbind,disbend,distend",25
whick,eclat,"whick,chick,check,cheek,cheet,sheet,sheat,sceat,sclat,eclat",10
biffs,prepn,"biffs,boffs,coffs,coofs,coops,poops,props,preps,prepn",9
cump,deft,"cump,hump,hemp,heap,heat,heft,deft",7
lie,dab,"lie,die,dae,dab",4
aotus,easer,"aotus,aotes,cotes,cates,cases,eases,easer",7
tael,dead,"tael,teel,teal,deal,dead",5
naled,cobol,"naled,paled,pared,parel,parol,carol,corol,cobol",8
bes,ara,"bes,aes,ars,ara",4
givens,failed,"givens,livens,livers,lovers,covers,cooers,cooees,cooeed,cooled,fooled,foiled,failed",12
huts,lees,"huts,hues,lues,lees",4
amoks,riley,"amoks,amoke,smoke,sooke,sooky,rooky,rocky,ricky,ricey,riley",10
alsine,pyrena,"alsine,arsine,arline,arling,ailing,piling,piline,picine,picene,pirene,pyrene,pyrena",12
arco,achy,"arco,alco,alce,acce,ache,achy",6
poz,duc,"poz,doz,doc,duc",4
musang,regill,"musang,musing,muling,moling,moline,meline,reline,refine,refile,refill,regill",11
sec,fry,"sec,fec,fey,fry",4
run,dap,"run,dun,dan,dap",4
lido,warp,"lido,limo,limp,lamp,wamp,warp",6
nee,urn,"nee,cee,cre,ure,urn",5
andia,serau,"andia,india,indic,iodic,ionic,monic,menic,xenic,xeric,seric,serac,serau",12
uri,tea,"uri,tri,tra,tea",4
googly,leafer,"googly,goggly,joggly,jiggly,jingly,dingly,dingey,dinger,linger,lenger,lender,leader,leafer",13
waag,lube,"waag,wang,lang,lung,lune,lube",6
petit,kerfs,"petit,perit,peris,peres,keres,kerfs",6
ogres,spike,"ogres,ogles,orles,arles,aries,pries,phies,shies,spies,spiks,spike",11
roupy,moter,"roupy,roups,roues,moues,motes,moter",6
bhp,roi,"bhp,bop,hop,hoi,roi",5
ingan,belat,"ingan,indan,indin,infin,infit,unfit,unlit,uplit,split,splat,salat,balat,belat",13
kin,dol,"kin,din,don,dol",4
wry,dee,"wry,dry,dey,dee",4
baff,bins,"baff,barf,bars,bans,bins",5
gat,yaw,"gat,yat,yaw",3
bursas,vainer,"bursas,burses,burkes,burker,barker,banker,banner,vanner,vainer",9
mone,lare,"mone,lone,lane,lare",4
sht,vie,"sht,sit,sie,vie",4
eta,bap,"eta,ata,aaa,baa,bap",5
wpm,dab,"wpm,cpm,cam,dam,dab",5
prie,foot,"prie,brie,brit,frit,frot,foot",6
tob,clk,"tob,aob,alb,alk,clk",5
yont,liin,"yont,cont,coit,coin,loin,liin",6
tpi,mao,"tpi,tai,tao,mao",4
grf,bac,"grf,gra,bra,baa,bac",5
soggy,nares,"soggy,saggy,caggy,cagey,carey,cares,nares",7
mulk,snug,"mulk,mulm,malm,salm,saum,snum,snug",7
craps,preta,"craps,crass,cress,press,presa,preta",6
cabre,amice,"cabre,cable,carle,carte,caite,clite,alite,alice,amice",9
years,kelly,"years,dears,deals,dells,delly,kelly",6
teju,hwan,"teju,tebu,zebu,zenu,benu,beau,bean,sean,swan,hwan",10
nip,sis,"nip,sip,sis",3
rheo,xyla,"rheo,theo,thea,toea,tola,hola,hyla,xyla",8
lochy,janua,"lochy,locky,locks,bocks,backs,banks,banus,janus,janua",9
domn,cost,"domn,donn,conn,cont,cost",5
tarai,retar,"tarai,terai,serai,seral,setal,retal,retar",7
pianet,adonic,"pianet,planet,planes,plages,phages,phases,phasis,phasic,phanic,phonic,pronic,ironic,iconic,aconic,adonic",15
pay,yis,"pay,yay,yas,yis",4
sim,ito,"sim,sam,sao,iao,ito",5
leva,tunk,"leva,lena,luna,tuna,tunk",5
heist,wafer,"heist,feist,foist,forst,foret,poret,porer,sorer,sofer,safer,wafer",11
unn,emu,"unn,urn,uru,umu,emu",5
bunn,miny,"bunn,lunn,linn,liny,miny",5
gout,bice,"gout,bout,bolt,bole,bile,bice",6
baldish,lousing,"baldish,bardish,barfish,garfish,garnish,warnish,warmish,wormish,wordish,woodish,moodish,moonish,soonish,sootish,sottish,sottise,cottise,contise,concise,concite,condite,candite,candide,candids,candies,pandies,panties,pasties,pastils,postils,postins,posting,pouting,louting,lousing",35
amba,dand,"amba,anba,anna,anni,aani,dani,dand",7
yark,neut,"yark,yerk,yeuk,neuk,neut",5
tonnes,fadged,"tonnes,tonner,tanner,fanner,fanger,fanged,fadged",7
mea,ilk,"mea,sea,sla,ila,ilk",5
wro,min,"wro,aro,arn,ain,min",5
rps,yoy,"rps,ros,roy,yoy",4
naur,wrnt,"naur,naut,nant,want,wrnt",5
sly,jib,"sly,fly,flb,fib,jib",5
abram,limit,"abram,abrim,abris,auris,aures,lures,luces,lucet,licet,licit,limit",11
wirer,maras,"wirer,wires,mires,mares,maras",5
mitch,shrab,"mitch,match,march,marah,sarah,saraf,shraf,shrab",8
kona,haec,"kona,kana,kand,hand,haed,haec",6
van,qui,"van,dan,dun,dui,qui",5
noa,gas,"noa,goa,gos,gas",4
gasp,hods,"gasp,hasp,hosp,hoss,hods",5
rms,pye,"rms,ems,eme,eye,pye",5
nerol,shuln,"nerol,neral,ceral,coral,corpl,corps,coups,soups,souls,shuls,shuln",11
nov,jew,"nov,now,jow,jew",4
fmt,liv,"fmt,fit,lit,liv",4
cos,yup,"cos,cop,cup,yup",4
tabs,bura,"tabs,babs,bubs,burs,bura",5
glos,nota,"glos,clos,coos,cots,nots,nota",6
car,tau,"car,tar,tau",3
drinker,darkles,"drinker,prinker,plinker,planker,planter,platter,platier,peatier,peakier,perkier,perrier,perries,derries,derbies,darbies,darkies,darkles",17
elt,bee,"elt,alt,aet,bet,bee",5
soy,fac,"soy,foy,fay,fac",4
flb,pea,"flb,fob,pob,poa,pea",5
mog,liv,"mog,log,lig,liv",4
benet,aeric,"benet,genet,genit,genic,xenic,xeric,aeric",7
medea,coala,"medea,media,melia,celia,cella,colla,coala",7
poxy,guar,"poxy,pory,porr,purr,gurr,guar",6
puds,germ,"puds,peds,geds,gers,germ",5
mopan,lorum,"mopan,moran,coran,coram,foram,forum,lorum",7
puja,holk,"puja,puca,puck,huck,hock,holk",6
frontad,flooded,"frontad,fronted,frotted,trotted,trothed,troched,trocked,brocked,brooked,brooded,blooded,flooded",12
feru,nuts,"feru,fers,fets,nets,nuts",5
trod,furl,"trod,brod,biod,bird,burd,burl,furl",7
vex,vog,"vex,vox,vog",3
pheon,nepit,"pheon,paeon,paean,pavan,pavin,pavis,davis,dalis,delis,delit,depit,nepit",12
sha,how,"sha,dha,doa,dow,how",5
heron,gasps,"heron,heros,herds,hards,harps,hasps,gasps",7
asb,avo,"asb,abb,abo,avo",4
nance,pings,"nance,hance,hange,hinge,pinge,pings",6
vache,biggy,"vache,bache,boche,bocce,bonce,bonne,bonny,binny,bingy,biggy",10
minted,peleus,"minted,dinted,dinged,ringed,ranged,ranges,ranees,rakees,rakers,bakers,bikers,pikers,pilers,pileus,peleus",15
mucks,fries,"mucks,fucks,facks,facts,faits,frits,fries",7
erne,fury,"erne,arne,aine,fine,fire,firy,fury",7
fossa,lotte,"fossa,fosse,posse,poise,boise,boite,botte,lotte",8
give,wile,"give,wive,wile",3
apres,feedy,"apres,aures,cures,ceres,heres,herds,heeds,feeds,feedy",9
kale,goas,"kale,bale,bals,baas,boas,goas",6
hep,pol,"hep,pep,pop,pol",4
blk,cig,"blk,clk,clr,cir,cig",5
hoof,pope,"hoof,howf,howe,hope,pope",5
bern,lads,"bern,barn,larn,lars,lads",5
penned,cestos,"penned,panned,panted,pantod,pantos,cantos,centos,cestos",8
aways,javan,"aways,sways,spays,spaes,spaer,spyer,sayer,payer,paver,paven,pavan,javan",12
thegn,morel,"thegn,thein,rhein,rheen,sheen,steen,steep,strep,stree,soree,sorel,morel",12
naren,skein,"naren,daren,darin,sarin,sarip,strip,strid,steid,stein,skein",10
tyr,rem,"tyr,ter,tem,rem",4
rld,bac,"rld,bld,bad,bac",4
ajog,hade,"ajog,agog,agag,agas,aias,aids,aide,hide,hade",9
pith,depe,"pith,gith,goth,doth,dote,dope,depe",7
thy,oni,"thy,shy,sny,ony,oni",5
duka,dada,"duka,duma,dama,dada",4
cox,fab,"cox,fox,fax,fab",4
rato,aren,"rato,rats,cats,crts,arts,ares,aren",7
bellied,rushers,"bellied,bellies,ballies,bailies,bailees,bailers,baiters,basters,rasters,rashers,rushers",11
verste,galeas,"verste,versts,verses,perses,parses,carses,carles,calles,callus,gallus,galeus,galeas",12
him,hob,"him,hom,hob",3
jos,uke,"jos,cos,crs,urs,ure,uke",6
fili,wyes,"fili,fils,tils,ties,tyes,wyes",6
funge,gases,"funge,lunge,lungs,lunes,lanes,lases,gases",7
sadly,uaupe,"sadly,sably,sabby,dabby,dauby,daube,taube,taupe,uaupe",9
thruv,shema,"thruv,thrum,thram,shram,shraf,sheaf,shelf,shela,shema",9
goby,haed,"goby,toby,toey,hoey,hoed,haed",6
rpt,tyt,"rpt,rat,tat,tyt",4
mid,pia,"mid,mia,pia",3
naur,sals,"naur,gaur,gaus,gals,sals",5
grope,seeps,"grope,grape,crape,craps,crops,props,preps,peeps,seeps",9
dess,spas,"dess,sess,seas,spas",4
hewt,ammu,"hewt,hert,hurt,hura,aura,amra,amma,ammu",8
sways,arris,"sways,swags,swigs,twigs,trigs,trias,arias,arras,arris",9
weel,coin,"weel,feel,feil,ceil,coil,coin",6
jnana,payor,"jnana,anana,anama,anima,anime,anile,anils,arils,aries,pries,prier,pryer,payer,payor",14
con,kat,"con,kon,kan,kat",4
ctr,dod,"ctr,cor,dor,dod",4
weanie,bingle,"weanie,weenie,wienie,winnie,winnle,wingle,bingle",7
fames,conli,"fames,cames,cares,carls,carli,canli,conli",7
toshy,darbs,"toshy,tushy,bushy,busby,bubby,dubby,dabby,darby,darbs",9
bears,whils,"bears,wears,weirs,whirs,whils",5
caser,ditas,"caser,cater,dater,diter,dites,ditas",6
whys,dust,"whys,ways,bays,buys,buss,bust,dust",7
nag,ess,"nag,mag,msg,mss,ess",5
sicc,amel,"sicc,sice,dice,dire,dirl,diel,aiel,amel",8
loupe,dizen,"loupe,coupe,coups,comps,comes,domes,dozes,dozen,dizen",9
done,xint,"done,dine,dint,xint",4
wrox,anus,"wrox,prox,prex,pres,ares,anes,anus",7
had,clo,"had,bad,bld,blo,clo",5
urb,ips,"urb,urs,irs,ips",4
cunts,enfin,"cunts,bunts,bents,beats,blats,blaws,blawn,blain,elain,elfin,enfin",11
gangan,wather,"gangan,cangan,canman,panman,pandan,pandar,pander,wander,wanter,watter,wather",11
obs,one,"obs,ons,one",3
lah,kgf,"lah,hah,haf,kaf,kgf",5
tolan,barad,"tolan,colan,cotan,botan,batan,batad,barad",7
